	ID	text	reg_name	sex	titles	titles_norm	titles_ref	titles_ref_norm	prof	prof_norm	staff	staff_norm	off	off_norm	off_corresp	fn_role	catchword	event_ref	collection	xml	date	from	to	dead	earliest possible death	year	fromyear	toyear
404	pe__katharina_SB_CD_00607	Kathrey, sein hausfrau	Katharina Spannbergerin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00607	1448	00607-eintrag_vom_1448-03-13.xml	1448-03-13			False	 	1448		
405	pe__jakob_moshaimer_QGW_II_II_3245	erbern briester hern Jacoben Moshaimer, caplan der mess die Jorg am Kienmarkt auf Sand Veits altar dacz Sand Steffan gestifft hat	Jakob Moshaimer 	m	erbern; hern	ehrbar; Herr	 	 	briester	Priester	 	 	caplan	Kaplan	org__wien-st_stephan-altar_st_veit-messe_kienmarkt	recipient	 	ev__SB_CD_00607	1448	00607-eintrag_vom_1448-03-13.xml	1448-03-13			False	 	1448		
406	pe__georg_am_kienmarkt_QGW_II_II_3245	Jorg am Kienmarkt	Georg am Kienmarkt am Kienmarkt	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00607	1448	00607-eintrag_vom_1448-03-13.xml	1448-03-13			False	 	1448		
407	pe__johann_unverdrossen_SB_CD_00613	Hanns Unverdrossen, helmsmid	Johann Unverdrossen Unverdrossen Helmschmied helmsmid	m	 	 	 	 	helmsmid	Helmschmied	 	 	 	 	 	issuer	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
408	pe__barbara_SB_CD_00613	Barbara, sein hausfrau	Barbara Unverdrossenin Unverdrossen 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
409	pe__jakob_von_brunn_QGW_II_II_3261	Jacoben von Brúnn dem sneider	Jakob von Brunn der Schneider 	m	 	 	 	 	sneider	Schneider	 	 	 	 	 	issuer	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
410	pe__barbara_SB_CD_00613	sy	Barbara Unverdrossenin Unverdrossen 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
411	pe__johann_unverdrossen_SB_CD_00613	sy	Johann Unverdrossen Unverdrossen Helmschmied helmsmid	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
412	pe__johann_schuchl_SB_CD_00617	Hannsen Schúchl des goltsmids	Johann Schuchl der Goldschmied	m	 	 	 	 	goltsmids	Goldschmied	 	 	 	 	 	none	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
413	pe__georg_schrot_QGW_II_II_3733	hern Jorgen Schrot, kapplan Sand Peters cappellen zu Wienn und verweser der mess die weilent Eberhart Kasstner daselbs zu stifften geschafft hat	Georg Schrot	m	hern	Herr	 	 	 	 	 	 	kapplan; verweser	Kaplan; Verweser	org__wien-st_peter; org__wien-st_peter-altar_st_maria-messe_chastner	recipient	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
414	pe__eberhard_chastner_QGW_II_I_1328	Eberhart Kasstner	Eberhard Chastner bei dem Peurertor	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
415	pe__konrad_mospach_SB_CD_00608	bruder Kunraten Mospach, prior	Konrad Mospach 	m	bruder	Bruder	 	 	 	 	 	 	prior	Prior_in	org__wien-minoriten	recipient	 	ev__SB_CD_00608	1448	00608-eintrag_vom_1448-04-29.xml	1448-04-29			False	 	1448		
416	pe__heinrich_rigel_QGW_II_II_3355	Hainreich Rigl	Heinrich Rigel	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00609	1448	00609-eintrag_vom_1448-05-06.xml	1448-05-06			False	 	1448		
417	pe__georg_schuchler_QGW_II_II_3272	erbern weisen Jörgen Schúchler, statrichter hie zu Wienn	Georg Schuchler Schüchler 	m	erbern; weisen	ehrbar; weise	 	 	 	 	 	 	statrichter	Richter_Stadt	org__wien	recipient	 	ev__SB_CD_00609	1448	00609-eintrag_vom_1448-05-06.xml	1448-05-06			False	 	1448		
418	pe__johann_ofner_QGW_II_II_3171	Hanns Ofner, munsser	Johann Ofner der Münzer	m	 	 	 	 	munsser	Muenzer	 	 	 	 	 	issuer	 	ev__SB_CD_00610	1448	00610-eintrag_vom_1448-05-29.xml	1448-05-29			False	 	1448		
419	pe__dorothea_SB_CD_00610	Dorothe, sein hausfrau	Dorothea Ofnerin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00610	1448	00610-eintrag_vom_1448-05-29.xml	1448-05-29			False	 	1448		
420	pe__peter_engelhartsstetter_QGW_II_II_3111	Petern Engelharsteter	Peter Engelhartsstetter	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00610	1448	00610-eintrag_vom_1448-05-29.xml	1448-05-29			False	 	1448		
421	pe__niklas_zinkk_SB_CD_00610	ersamen geistlichen herren maister Niclasen Zingk, licentiat geistlicher rechten korherr zu Varaw und pharrer zu Fridberg	Niklas Zinkk 	m	ersamen; herren; maister	ehrsam; Herr; Meister_in	korherr	Kanoniker	geistlichen; licentiat geistlicher rechten	Geistlicher; Lehrer_Recht_geistlich	 	 	pharrer	Pfarrer	org__friedberg-pfarre	recipient	 	ev__SB_CD_00610	1448	00610-eintrag_vom_1448-05-29.xml	1448-05-29			False	 	1448		
422	pe__johann_teuffenpekch_SB_CD_00611	Hanns Teuffenpekch, melbler	Johann Teuffenpekch Teuffenpekch melbler	m	 	 	 	 	melbler	xxx	 	 	 	 	 	issuer	 	ev__SB_CD_00612	1448	00611-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
423	pe__agnes_SB_CD_00611	Agnes, sein hausfrau	Agnes Teuffenpekchin Teuffenpekch Langin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00612	1448	00611-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
424	pe__margarethe_SB_CD_00611	Junkfraun Margrethen, der egnanten Agnesen tochter tochter die sy pey irm erern mann dem Langen Thoman gehabt hat	Margarethe Langin 	f	Junkfraun	Jungfrau	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00612	1448	00611-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
425	pe__thomas_lang_SB_CD_00611	erern mann dem Langen Thoman	Thomas Lang 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00612	1448	00611-eintrag_vom_1448-06-21.xml	1448-06-21			True	1448-06-21	1448		
426	pe__johann_payr_QGW_II_II_3263	Hanns Pair, schuster	Johann Payr Payer Bayer der Schuster 	m	 	 	 	 	schuster	Schuster	 	 	 	 	 	issuer	 	ev__SB_CD_00612	1448	00612-eintrag_vom_1448-07-10.xml	1448-07-10			False	 	1448		
427	pe__heinrich_senftleben_QGW_II_II_3263	ersamen herren maister Hainreichen Senfftleben, obristen caplan unser fraun capellen gelegen in der burger rathaws hern Otten und Haymen stifftung	Heinrich Senftleben 	m	ersamen; herren; maister	ehrsam; Herr; Meister_in	 	 	 	 	 	 	obristen caplan	Kaplan_oberster	org__wien-st_maria_im_rathaus	recipient	 	ev__SB_CD_00612	1448	00612-eintrag_vom_1448-07-10.xml	1448-07-10			False	 	1448		
428	pe__johann_unverdrossen_SB_CD_00613	Hanns Unverdrossen, helmsmid	Johann Unverdrossen Unverdrossen Helmschmied helmsmid	m	 	 	 	 	helmsmid	Helmschmied	 	 	 	 	 	issuer	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
429	pe__barbara_SB_CD_00613	Barbara, sein hausfrau	Barbara Unverdrossenin Unverdrossen 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
430	pe__niklas_vorstl_QGW_II_II_3265	maister Niclasen Vörstl des wuntarczts	Niklas Vorstl der Wundarzt 	m	maister	Meister_in	 	 	wuntarczts	 	 	 	 	 	 	none	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
431	pe__georg_schrot_QGW_II_II_3733	hern Jorgen Schrot, pharrer zu Manswerd obristen caplan Sand Peters cappellen und verweser der mess so Eberhart Kasstner pey Peilertor in derselben capellen zu stifften geschafft hat	Georg Schrot	m	hern	Herr	 	 	 	 	 	 	pharrer; obristen caplan; verweser	Pfarrer; Kaplan_oberster; Verweser	org__mannswoerth-pfarre; org__wien-st_peter; org__wien-st_peter-altar_st_maria-messe_chastner	recipient	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
432	pe__ulrich_pernauer_SB_CD_00613	Ulreichs Pernawer gurtler	Ulrich Pernauer	m	 	 	 	 	gurtler	Guertler	 	 	 	 	 	none	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
433	pe__johann_huber_SB_CD_00613	ersamen herren maister Hannsen Huber, pharrer zu Hindperg, caplan Gotsleichnams altar under dem newen turren dacz Sand Michel der von Eslorn stifftung	Johann Huber	m	ersamen; herren; maister	ehrsam; Herr; Meister_in	 	 	 	 	 	 	pharrer; caplan	Pfarrer; Kaplan	org__himberg-pfarre; org__wien-st_michael-altar_gottesleichnam-messe_eslarn	recipient	 	ev__SB_CD_00613	1448	00613-eintrag_vom_1448-07-17.xml	1448-07-17			False	 	1448		
434	pe__johann_wuerer_QGW_II_II_2993	Hanns Wurer, vorsprech	Johann Würer 	m	 	 	 	 	 	 	 	 	vorsprech	Vorsprech	org__wien	issuer	 	ev__SB_CD_00614	1448	00614-eintrag_vom_1448-07-29.xml	1448-07-29			False	 	1448		
435	pe__liebhard_weiss_SB_CD_00606	Liepharts Weissen	Liebhard Weiss	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00614	1448	00614-eintrag_vom_1448-07-29.xml	1448-07-29			False	 	1448		
436	pe__heinrich_teufl_SB_CD_00614	erbern Hainreichen Tewffl, burger am Lauffen	Heinrich Teufl Tewffl	m	erbern	ehrbar	burger am Lauffen	Buerger_in	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00614	1448	00614-eintrag_vom_1448-07-29.xml	1448-07-29			False	 	1448		
437	pe__johann_hoelczel_SB_CD_00615	Hanns Holczl, sneider	Johann Hölczel der Schneider	m	 	 	 	 	sneider	Schneider	 	 	 	 	 	issuer	 	ev__SB_CD_00615	1448	00615-eintrag_vom_1448-06-26.xml	1448-06-26			False	 	1448		
438	pe__margarethe_SB_CD_00615	Margret, sein hausfrau	Margarethe Hölczelin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00615	1448	00615-eintrag_vom_1448-06-26.xml	1448-06-26			False	 	1448		
439	pe__johann_von_eslarn_QGW_II_II_3334	erbern Hannsen von Eslorn ze Ottakchrin	Johann von Eslarn ze Ottakring	m	erbern	ehrbar	ze	zu	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00615	1448	00615-eintrag_vom_1448-06-26.xml	1448-06-26			False	 	1448		
440	pe__johann_hinlauf_SB_CD_00616	Hanns Hinlauf	Johann Hinlauf	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00616	1448	00616-eintrag_vom_1448-07-19.xml	1448-07-19			False	 	1448		
441	pe__agnes_SB_CD_00616	Agnes, sein hausfrau	Agnes Hinlaufin Hinlauf 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00616	1448	00616-eintrag_vom_1448-07-19.xml	1448-07-19			False	 	1448		
442	pe__georg_vom_ror_QGW_II_II_3714	hern Jorgen vom Ror	Georg vom Ror der Fleischacker	m	hern	Herr	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00616	1448	00616-eintrag_vom_1448-07-19.xml	1448-07-19			False	 	1448		
443	pe__thomas_hadmar_SB_CD_00616	erwirdigen herren hern Thoman Hadmarn, techant dacz Sand Steffan zu Wienn, dieczeit kaplan Sand Achaczen cappellen auf dem Freithof daselbs gelegen	Thomas Hadmar 	m	erwirdigen; herren; hern	ehrwuerdig; Herr; Herr	 	 	 	 	 	 	techant; kaplan	Dechant; Kaplan	org__wien-st_stephan; org__wien-st_stephan-kapelle_st_achatius	recipient	 	ev__SB_CD_00616	1448	00616-eintrag_vom_1448-07-19.xml	1448-07-19			False	 	1448		
444	pe__johann_schuchl_SB_CD_00617	Hanns Schúchl, goltsmid	Johann Schuchl der Goldschmied	m	 	 	 	 	goltsmid	Goldschmied	 	 	 	 	 	issuer	 	ev__SB_CD_00617	1448	00617-eintrag_vom_1448-08-26.xml	1448-08-26			False	 	1448		
445	pe__ulrich_fochter_QGW_II_II_3228	Ulreichs Vochter sneider	Ulrich Fochter	m	 	 	 	 	sneider	Schneider	 	 	 	 	 	none	 	ev__SB_CD_00617	1448	00617-eintrag_vom_1448-08-26.xml	1448-08-26			False	 	1448		
446	pe__johann_han_SB_CD_00617	erbern maister Hannsen Han, puchsenmaister	Johann Han der Büchsenmeister puchsenmameister	m	erbern; maister	ehrbar; Meister_in	 	 	puchsenmaister	 	 	 	 	 	 	recipient	 	ev__SB_CD_00617	1448	00617-eintrag_vom_1448-08-26.xml	1448-08-26			False	 	1448		
447	pe__barbara_SB_CD_00617	Barbaren, seiner hausfraun	Barabara Hanin	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00617	1448	00617-eintrag_vom_1448-08-26.xml	1448-08-26			False	 	1448		
448	pe__heinrich_eschlbach_SB_CD_00618	Hainrich Eschlbach, der brunner	Heinrich Eschlbach Eschlbach der brunner	m	 	 	 	 	brunner	Bruenner	 	 	 	 	 	issuer	 	ev__SB_CD_00618	1448	00618-eintrag_vom_1448-09-02.xml	1448-09-02			False	 	1448		
449	pe__margarethe_SB_CD_00618	Margreth, sein hausfrau	Margarethe Eschlbachin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00618	1448	00618-eintrag_vom_1448-09-02.xml	1448-09-02			False	 	1448		
450	pe__friedrich_koch_SB_CD_00618	Fridreichs kochs	Friedrich Koch der Koch	m	 	 	 	 	kochs	 	 	 	 	 	 	none	 	ev__SB_CD_00618	1448	00618-eintrag_vom_1448-09-02.xml	1448-09-02			False	 	1448		
451	pe__georg_brunntaler_SB_CD_00618	erbern Jorgen Bruntaler, kirchmaister zu Sand Michel	Georg Brunntaler	m	erbern	ehrbar	 	 	 	 	 	 	kirchmaister	Kirchmeister	org__wien-st_michael	recipient	 	ev__SB_CD_00618	1448	00618-eintrag_vom_1448-09-02.xml	1448-09-02			False	 	1448		
452	pe__heinrich_eschlbach_SB_CD_00618	Hainreich Eschlbach, der brunner	Heinrich Eschlbach Eschlbach der brunner	m	 	 	 	 	brunner	Bruenner	 	 	 	 	 	issuer	 	 	1448	00619-eintrag_vom_1448-09-04.xml	1448-09-04			False	 	1448		
453	pe__margarethe_SB_CD_00618	Margreth, sein hausfrau	Margarethe Eschlbachin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	 	1448	00619-eintrag_vom_1448-09-04.xml	1448-09-04			False	 	1448		
454	pe__johann_unverdrossen_SB_CD_00619	Hannsen Unverdrossen des plattner	Johann Unverdrossen Unverdrossen der Plattner der plattner	m	 	 	 	 	plattner	Plattner	 	 	 	 	 	none	 	 	1448	00619-eintrag_vom_1448-09-04.xml	1448-09-04			False	 	1448		
455	pe__leonhard_von_stein_SB_CD_00619	ersamen herren maister Linharten von Stain, dieczeit caplan der ewigen messe die weilent der Lorberer auf Sand Jacobs altar in Sand Michels kirchen zu Wienn gestifft hat	Leonhard von Stein	m	ersamen; herren; maister	ehrsam; Herr; Meister_in	 	 	 	 	 	 	caplan	Kaplan	org__wien-st_michael-altar_st_jakob-messe_lorberer	recipient	 	 	1448	00619-eintrag_vom_1448-09-04.xml	1448-09-04			False	 	1448		
456	pe__siegfried_lorber_QGW_II_I_1598	Lorberer	Siegfrid Lorber	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	NULL	1448	00619-eintrag_vom_1448-09-04.xml	1448-09-04			False	 	1448		
457	pe__johann_kieler_SB_CD_00620	Hanns Kieler	Johann Kieler Chieler	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00620	1448	00620-eintrag_vom_1448-11-20.xml	1448-11-20			False	 	1448		
458	pe__ulrich_floederl_QGW_II_II_3238	Ulreichs Floderl slosser	Ulrich Flöderl der Schlosser 	m	 	 	 	 	slosser	Schlosser	 	 	 	 	 	none	 	ev__SB_CD_00620	1448	00620-eintrag_vom_1448-11-20.xml	1448-11-20			False	1448-02-09	1448		
459	pe__barbara_SB_CD_00620	hausfraun Barbaren	Barbara Kielerin Neugrunerin Kanstorfferin	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00620	1448	00620-eintrag_vom_1448-11-20.xml	1448-11-20			False	 	1448		
460	pe__niklas_neugruener_SB_CD_00620	Niclasen des Newgruner seligen	Niklas Neugrüner	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00620	1448	00620-eintrag_vom_1448-11-20.xml	1448-11-20			True	1448-11-20	1448		
461	pe__johann_hermann_SB_CD_00621	Hanns Herman	Johann Hermann	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00621	1448	00621-eintrag_vom_1448-11-27.xml	1448-11-27			False	 	1448		
462	pe__johann_ungerland_SB_CD_00621	erbern Hannsen Ungerlandt, erhalt des kunigkreichs zu Ungern	Johann Ungerland	m	erbern	ehrbar	 	 	 	 	 	 	erhalt	Erhalter	org__ungarn-koenigreich	recipient	 	ev__SB_CD_00621	1448	00621-eintrag_vom_1448-11-27.xml	1448-11-27			False	 	1448		
463	pe__johann_zuchtig_SB_CD_00622	Züchtig Hanns	Johann Zuchtig	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00622	1448	00622-eintrag_vom_1448-12-09.xml	1448-12-09			False	 	1448		
464	pe__jakob_rechwein_QGW_II_II_3242	Jacoben des Rechwein	Jakob Rechwein 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00622	1448	00622-eintrag_vom_1448-12-09.xml	1448-12-09			False	 	1448		
465	pe__niklas_krotendorfer_SB_CD_00622	ersamen herren maister Niclasen Krotendorffer	Niklas Krotendorffer	m	ersamen; herren; maister	ehrsam; Herr; Meister_in	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00622	1448	00622-eintrag_vom_1448-12-09.xml	1448-12-09			False	 	1448		
466	pe__johann_frey_SB_CD_00623	Hanns Frey, parhander	Johann Frey der parhander	m	 	 	 	 	parhander	 	 	 	 	 	 	issuer	 	ev__SB_CD_00623	1448	00623-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
467	pe__johann_hoephl_SB_CD_00618	Hannsen Höphl	Johann Höphl	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00623	1448	00623-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
468	pe__johann_meczinger_SB_CD_00623	hern Hannsen Méczinger, caplan der mess so Dietreich Fluschart auf unser fraun altar zu Sand Steffan gestifft hat	Johann Meczinger	m	hern	Herr	 	 	 	 	 	 	caplan	Kaplan	org__wien-st_stephan-altar_st_maria-messe_flusthart	recipient	 	ev__SB_CD_00623	1448	00623-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
469	pe__dietrich_flusthart_SB_CD_00623	Dietreich Fluschart	Dietrich Flusthart Flusthart	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00623	1448	00623-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
470	pe__johann_weilhaimer_SB_CD_00626	Hanns Weilhaimer, goltslaher	Johann Weilhaimer der goltslaher	m	 	 	 	 	goltslaher	Goldschmied	 	 	 	 	 	issuer	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
471	pe__heinrich_maler_SB_CD_00626	Hainreichs des maler	Heinrich Maler	m	 	 	 	 	maler	Maler	 	 	 	 	 	none	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
472	pe__johann_strempfl_QGW_II_II_3276	Hannsen Stremphl	Johann Stremphl	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
473	pe__stephan_sorgenfrey_SB_CD_00624	Steffans Sorgenfrey des huter	Stephan Sorgenfrey der Huter	m	 	 	 	 	huter	 	 	 	 	 	 	none	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
474	pe__christian_widhacker_SB_CD_00626	hern Kristan dem Widhakcher, kaplan der mess die Hainreich Purkchartsperger dacz Sand Steffan gestifft hat	Christian Widhacker	m	hern	Herr	 	 	 	 	 	 	kaplan	Kaplan	org__wien-st_stephan-messe_purkhartsperger_heinrich	recipient	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
475	pe__heinrich_purkchartsperger_QGW_II_I_1560	Hainreich Purkchartsperger	Heinrich Purkchartsperger	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00624	1448	00624-eintrag_vom_1448-09-23.xml	1448-09-23			False	 	1448		
476	pe__johann_hermann_SB_CD_00621	Hanns Herman	Johann Hermann	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00625	1448	00625-eintrag_vom_1448-12-11.xml	1448-12-11			False	 	1448		
477	pe__georg_von_nikolsburg_QGW_II_II_2373	Jörgen von Nicolspurg	Georg von Nikolsburg	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00625	1448	00625-eintrag_vom_1448-12-11.xml	1448-12-11			False	 	1448		
478	pe__ulrich_von_steyr_SB_CD_00625	weilent Ulreichs von Steir	Ulrich von Steyr	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00625	1448	00625-eintrag_vom_1448-12-11.xml	1448-12-11			True	1448-06-23	1448		
479	pe__katharina_SB_CD_00625	erbern Kathrein, seiner hausfraun	Katharina Hermannin	f	erbern	ehrbar	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00625	1448	00625-eintrag_vom_1448-12-11.xml	1448-12-11			False	 	1448		
480	pe__johann_weilhaimer_SB_CD_00626	Hanns Weilhaimer, der goltslaher	Johann Weilhaimer der goltslaher	m	 	 	 	 	goltslaher	Goldschmied	 	 	 	 	 	issuer	 	ev__SB_CD_00626	1448	00626-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
481	pe__heinrich_maler_SB_CD_00626	Hainreichs Maler	Heinrich Maler	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00626	1448	00626-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
482	pe__lorenz_swarcz_SB_CD_00626	Larenczen Swarcz	Lorenz Swarcz	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00626	1448	00626-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
483	pe__johann_von_waetsch_SB_CD_00626	her Hannsen von Wätsch, kaplan der messe die her Kunrat pfarrer zu Rakerspurg auf Sant Jorgen und Sand Erasms altar in Sant Michls pfarrkirchen gestifft hat	Johann von Wätsch	m	her	Herr	 	 	 	 	 	 	kaplan	Kaplan	org__wien-st_michael-altar_st_georg_und_st_erasmus-messe_raklspurg	recipient	 	ev__SB_CD_00626	1448	00626-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
484	pe__konrad_SB_CD_00626	her Kunrat pfarrer zu Rakerspurg	Konrad	m	her	Herr	 	 	 	 	 	 	pfarrer	Pfarrer	org__riegersburg-pfarre	issuer	 	ev__SB_CD_00626	1448	00626-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
485	pe__heinrich_wurm_SB_CD_00627	Hainreich Wurm, pekch	Heinrich Wurm der pekch	m	 	 	 	 	pekch	Baecker	 	 	 	 	 	issuer	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
486	pe__simon_lempl_QGW_II_II_4131	erbern Symon Lémpl pekchen geschefftleuten zu handen zu handen zu handen	Simon Lempl der pekch	m	erbern	ehrbar	 	 	pekchen	Baecker	 	 	 	 	 	recipient	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
487	pe__wilhelm_von_freising_QGW_II_II_4106	erbern Wilhalmen von Freising pekchen geschefftleuten zu handen zu handen zu handen	Wilhelm von Freising der pekch	m	erbern	ehrbar	 	 	pekchen	Baecker	 	 	 	 	 	recipient	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
488	pe__niklas_pehem_SB_CD_00627	erbern Niclasen Pehem, den pekchen Erharts Smidpekchen seligen geschefftleuten zu handen zu handen zu handen	Niklas Pehem der pekch	m	erbern	ehrbar	 	 	pekchen	Baecker	 	 	 	 	 	recipient	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
489	pe__erhard_smidpekch_QGW_II_II_3043	Erharts Smidpekchen seligen	Erhard Smidpekch	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			True	1448-12-20	1448		
490	pe__heinrich_smidpekch_SB_CD_00627	Hainreichen kinder	Heinrich Smidpekch	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
491	pe__margarethe_SB_CD_00627	Margrethen kinder	Margarethe Smidpekchin	f	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
492	pe__anna_QGW_II_II_3679	Annen, desselben Smidpekchen kinder	Anna Smidpekchin	f	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00627	1448	00627-eintrag_vom_1448-12-20.xml	1448-12-20			False	 	1448		
493	pe__georg_krumpp_SB_CD_00966	Jorg Krumpp, der pinter	Georg Krumpp Krinnb der Binder	m	 	 	 	 	pinter	Binder	 	 	 	 	 	issuer	 	ev__SB_CD_00966	1448	00966-eintrag_vom_1448-06-07.xml	1448-06-07			False	 	1448		
494	pe__wolfgang_von_hallstadt_SB_CD_00966	hern Wolfgangen von Hallstat, capplan der mezz so fraw Dorothe die Poschin auf Sand Blasien altar zu Sant Steffan gestifft hat	Wolfgang von Hallstadt	m	hern	Herr	 	 	 	 	 	 	capplan	Kaplan	org__wien-st_stephan-kapelle_herzog-altar_st_blasius-messe_poschin_dorothea	recipient	 	ev__SB_CD_00966	1448	00966-eintrag_vom_1448-06-07.xml	1448-06-07			False	 	1448		
